,rt,stimulus,key_press,task,trial_type,trial_index,time_elapsed,internal_node_id,subid,stripped_stims,environ,old_or_new,accuracy,high_arm
82,1186.17,stimuli/desert/desert_29.jpg,74.0,memory_backgrounds,image-keyboard-response,1366.0,4289919.0,0.0-25.0-1.82,1846,desert_29,desert,old,0,inside
83,1003.425,stimuli/desert/desert_20.jpg,74.0,memory_backgrounds,image-keyboard-response,1368.0,4291429.0,0.0-25.0-1.83,1846,desert_20,desert,new,1,inside
84,1065.85,stimuli/library/library_14.jpg,74.0,memory_backgrounds,image-keyboard-response,1370.0,4292996.0,0.0-25.0-1.84,1846,library_14,library,new,1,inside
85,1190.655,stimuli/restaurant/restaurant_1.jpg,74.0,memory_backgrounds,image-keyboard-response,1372.0,4294689.0,0.0-25.0-1.85,1846,restaurant_1,restaurant,old,0,inside
86,1137.795,stimuli/desert/desert_18.jpg,74.0,memory_backgrounds,image-keyboard-response,1374.0,4296333.0,0.0-25.0-1.86,1846,desert_18,desert,new,1,inside
87,1033.14,stimuli/desert/desert_6.jpg,74.0,memory_backgrounds,image-keyboard-response,1376.0,4297870.0,0.0-25.0-1.87,1846,desert_6,desert,old,0,inside
88,1150.12,stimuli/library/library_3.jpg,70.0,memory_backgrounds,image-keyboard-response,1378.0,4299523.0,0.0-25.0-1.88,1846,library_3,library,new,0,inside
89,1588.53,stimuli/library/library_1.jpg,74.0,memory_backgrounds,image-keyboard-response,1380.0,4301618.0,0.0-25.0-1.89,1846,library_1,library,new,1,inside
90,1342.025,stimuli/library/library_7.jpg,70.0,memory_backgrounds,image-keyboard-response,1382.0,4303463.0,0.0-25.0-1.90,1846,library_7,library,old,1,inside
91,896.065,stimuli/desert/desert_4.jpg,74.0,memory_backgrounds,image-keyboard-response,1384.0,4304861.0,0.0-25.0-1.91,1846,desert_4,desert,old,0,inside
92,1509.455,stimuli/restaurant/restaurant_2.jpg,74.0,memory_backgrounds,image-keyboard-response,1386.0,4306872.0,0.0-25.0-1.92,1846,restaurant_2,restaurant,old,0,inside
93,1059.82,stimuli/desert/desert_13.jpg,74.0,memory_backgrounds,image-keyboard-response,1388.0,4308438.0,0.0-25.0-1.93,1846,desert_13,desert,new,1,inside
94,1072.28,stimuli/forest/forest_18.jpg,74.0,memory_backgrounds,image-keyboard-response,1390.0,4310017.0,0.0-25.0-1.94,1846,forest_18,forest,old,0,inside
95,,stimuli/library/library_16.jpg,,memory_backgrounds,image-keyboard-response,1392.0,4313020.0,0.0-25.0-1.95,1846,library_16,library,new,0,inside
96,1158.11,stimuli/desert/desert_31.jpg,74.0,memory_backgrounds,image-keyboard-response,1394.0,4314683.0,0.0-25.0-1.96,1846,desert_31,desert,new,1,inside
97,868.94,stimuli/library/library_31.jpg,70.0,memory_backgrounds,image-keyboard-response,1396.0,4316054.0,0.0-25.0-1.97,1846,library_31,library,new,0,inside
98,737.485,stimuli/restaurant/restaurant_32.jpg,74.0,memory_backgrounds,image-keyboard-response,1398.0,4317297.0,0.0-25.0-1.98,1846,restaurant_32,restaurant,old,0,inside
99,739.455,stimuli/restaurant/restaurant_4.jpg,74.0,memory_backgrounds,image-keyboard-response,1400.0,4318539.0,0.0-25.0-1.99,1846,restaurant_4,restaurant,new,1,inside
100,1135.22,stimuli/forest/forest_26.jpg,74.0,memory_backgrounds,image-keyboard-response,1402.0,4320178.0,0.0-25.0-1.100,1846,forest_26,forest,old,0,inside
101,920.24,stimuli/restaurant/restaurant_7.jpg,70.0,memory_backgrounds,image-keyboard-response,1404.0,4321602.0,0.0-25.0-1.101,1846,restaurant_7,restaurant,old,1,inside
102,1225.295,stimuli/desert/desert_1.jpg,74.0,memory_backgrounds,image-keyboard-response,1406.0,4323333.0,0.0-25.0-1.102,1846,desert_1,desert,old,0,inside
103,1013.15,stimuli/restaurant/restaurant_18.jpg,74.0,memory_backgrounds,image-keyboard-response,1408.0,4324853.0,0.0-25.0-1.103,1846,restaurant_18,restaurant,new,1,inside
104,1154.05,stimuli/restaurant/restaurant_16.jpg,74.0,memory_backgrounds,image-keyboard-response,1410.0,4326510.0,0.0-25.0-1.104,1846,restaurant_16,restaurant,old,0,inside
105,1349.31,stimuli/forest/forest_6.jpg,74.0,memory_backgrounds,image-keyboard-response,1412.0,4328361.0,0.0-25.0-1.105,1846,forest_6,forest,new,1,inside
106,1186.57,stimuli/restaurant/restaurant_27.jpg,70.0,memory_backgrounds,image-keyboard-response,1414.0,4330050.0,0.0-25.0-1.106,1846,restaurant_27,restaurant,old,1,inside
107,1108.95,stimuli/forest/forest_15.jpg,70.0,memory_backgrounds,image-keyboard-response,1416.0,4331664.0,0.0-25.0-1.107,1846,forest_15,forest,old,1,inside
108,1283.83,stimuli/restaurant/restaurant_30.jpg,70.0,memory_backgrounds,image-keyboard-response,1418.0,4333454.0,0.0-25.0-1.108,1846,restaurant_30,restaurant,old,1,inside
109,1199.54,stimuli/library/library_23.jpg,70.0,memory_backgrounds,image-keyboard-response,1420.0,4335160.0,0.0-25.0-1.109,1846,library_23,library,new,0,inside
110,1349.085,stimuli/restaurant/restaurant_22.jpg,74.0,memory_backgrounds,image-keyboard-response,1422.0,4337014.0,0.0-25.0-1.110,1846,restaurant_22,restaurant,new,1,inside
111,1084.9,stimuli/forest/forest_20.jpg,74.0,memory_backgrounds,image-keyboard-response,1424.0,4338601.0,0.0-25.0-1.111,1846,forest_20,forest,new,1,inside
112,983.76,stimuli/desert/desert_19.jpg,74.0,memory_backgrounds,image-keyboard-response,1426.0,4340088.0,0.0-25.0-1.112,1846,desert_19,desert,old,0,inside
113,1813.89,stimuli/library/library_9.jpg,70.0,memory_backgrounds,image-keyboard-response,1428.0,4342407.0,0.0-25.0-1.113,1846,library_9,library,old,1,inside
114,1118.875,stimuli/desert/desert_7.jpg,74.0,memory_backgrounds,image-keyboard-response,1430.0,4344028.0,0.0-25.0-1.114,1846,desert_7,desert,new,1,inside
115,952.64,stimuli/desert/desert_12.jpg,74.0,memory_backgrounds,image-keyboard-response,1432.0,4345483.0,0.0-25.0-1.115,1846,desert_12,desert,new,1,inside
116,893.8,stimuli/library/library_12.jpg,74.0,memory_backgrounds,image-keyboard-response,1434.0,4346884.0,0.0-25.0-1.116,1846,library_12,library,new,1,inside
117,1002.485,stimuli/restaurant/restaurant_11.jpg,74.0,memory_backgrounds,image-keyboard-response,1436.0,4348392.0,0.0-25.0-1.117,1846,restaurant_11,restaurant,old,0,inside
118,1683.145,stimuli/forest/forest_11.jpg,70.0,memory_backgrounds,image-keyboard-response,1438.0,4350582.0,0.0-25.0-1.118,1846,forest_11,forest,old,1,inside
119,1483.14,stimuli/library/library_19.jpg,70.0,memory_backgrounds,image-keyboard-response,1440.0,4352570.0,0.0-25.0-1.119,1846,library_19,library,old,1,inside
120,1059.555,stimuli/library/library_24.jpg,74.0,memory_backgrounds,image-keyboard-response,1442.0,4354136.0,0.0-25.0-1.120,1846,library_24,library,new,1,inside
121,1411.015,stimuli/restaurant/restaurant_6.jpg,74.0,memory_backgrounds,image-keyboard-response,1444.0,4356050.0,0.0-25.0-1.121,1846,restaurant_6,restaurant,new,1,inside
122,842.445,stimuli/desert/desert_9.jpg,74.0,memory_backgrounds,image-keyboard-response,1446.0,4357395.0,0.0-25.0-1.122,1846,desert_9,desert,old,0,inside
123,1452.185,stimuli/forest/forest_21.jpg,70.0,memory_backgrounds,image-keyboard-response,1448.0,4359352.0,0.0-25.0-1.123,1846,forest_21,forest,old,1,inside
124,1426.595,stimuli/restaurant/restaurant_9.jpg,74.0,memory_backgrounds,image-keyboard-response,1450.0,4361283.0,0.0-25.0-1.124,1846,restaurant_9,restaurant,new,1,inside
125,1686.485,stimuli/library/library_22.jpg,74.0,memory_backgrounds,image-keyboard-response,1452.0,4363472.0,0.0-25.0-1.125,1846,library_22,library,old,0,inside
126,1527.135,stimuli/restaurant/restaurant_29.jpg,70.0,memory_backgrounds,image-keyboard-response,1454.0,4365503.0,0.0-25.0-1.126,1846,restaurant_29,restaurant,new,0,inside
127,1399.015,stimuli/forest/forest_1.jpg,74.0,memory_backgrounds,image-keyboard-response,1456.0,4367406.0,0.0-25.0-1.127,1846,forest_1,forest,new,1,inside
0,1160.675,stimuli/restaurant/restaurant_13.jpg,74.0,memory_backgrounds,image-keyboard-response,1201.0,3387515.0,0.0-25.0-1.0,811,restaurant_13,restaurant,old,0,outside
1,744.88,stimuli/forest/forest_24.jpg,74.0,memory_backgrounds,image-keyboard-response,1203.0,3388766.0,0.0-25.0-1.1,811,forest_24,forest,old,0,outside
2,784.83,stimuli/restaurant/restaurant_6.jpg,74.0,memory_backgrounds,image-keyboard-response,1205.0,3390057.0,0.0-25.0-1.2,811,restaurant_6,restaurant,new,1,outside
3,777.45,stimuli/forest/forest_13.jpg,74.0,memory_backgrounds,image-keyboard-response,1207.0,3391340.0,0.0-25.0-1.3,811,forest_13,forest,new,1,outside
4,568.12,stimuli/library/library_21.jpg,74.0,memory_backgrounds,image-keyboard-response,1209.0,3392413.0,0.0-25.0-1.4,811,library_21,library,new,1,outside
5,677.315,stimuli/library/library_24.jpg,74.0,memory_backgrounds,image-keyboard-response,1211.0,3393596.0,0.0-25.0-1.5,811,library_24,library,new,1,outside
6,719.43,stimuli/forest/forest_32.jpg,74.0,memory_backgrounds,image-keyboard-response,1213.0,3394825.0,0.0-25.0-1.6,811,forest_32,forest,new,1,outside
7,582.46,stimuli/forest/forest_9.jpg,74.0,memory_backgrounds,image-keyboard-response,1215.0,3395913.0,0.0-25.0-1.7,811,forest_9,forest,new,1,outside
8,499.9,stimuli/forest/forest_6.jpg,74.0,memory_backgrounds,image-keyboard-response,1217.0,3396918.0,0.0-25.0-1.8,811,forest_6,forest,new,1,outside
9,1189.39,stimuli/desert/desert_1.jpg,74.0,memory_backgrounds,image-keyboard-response,1219.0,3398612.0,0.0-25.0-1.9,811,desert_1,desert,new,1,outside
10,470.365,stimuli/desert/desert_26.jpg,74.0,memory_backgrounds,image-keyboard-response,1221.0,3399588.0,0.0-25.0-1.10,811,desert_26,desert,old,0,outside
11,498.725,stimuli/forest/forest_5.jpg,74.0,memory_backgrounds,image-keyboard-response,1223.0,3400591.0,0.0-25.0-1.11,811,forest_5,forest,old,0,outside
12,493.765,stimuli/desert/desert_3.jpg,74.0,memory_backgrounds,image-keyboard-response,1225.0,3401590.0,0.0-25.0-1.12,811,desert_3,desert,old,0,outside
13,833.66,stimuli/restaurant/restaurant_4.jpg,74.0,memory_backgrounds,image-keyboard-response,1227.0,3402929.0,0.0-25.0-1.13,811,restaurant_4,restaurant,old,0,outside
14,697.82,stimuli/forest/forest_3.jpg,74.0,memory_backgrounds,image-keyboard-response,1229.0,3404133.0,0.0-25.0-1.14,811,forest_3,forest,old,0,outside
15,604.03,stimuli/desert/desert_7.jpg,74.0,memory_backgrounds,image-keyboard-response,1231.0,3405242.0,0.0-25.0-1.15,811,desert_7,desert,new,1,outside
16,865.155,stimuli/desert/desert_27.jpg,74.0,memory_backgrounds,image-keyboard-response,1233.0,3406613.0,0.0-25.0-1.16,811,desert_27,desert,new,1,outside
17,540.82,stimuli/forest/forest_7.jpg,74.0,memory_backgrounds,image-keyboard-response,1235.0,3407658.0,0.0-25.0-1.17,811,forest_7,forest,new,1,outside
18,499.855,stimuli/forest/forest_23.jpg,74.0,memory_backgrounds,image-keyboard-response,1237.0,3408663.0,0.0-25.0-1.18,811,forest_23,forest,old,0,outside
19,950.17,stimuli/restaurant/restaurant_25.jpg,70.0,memory_backgrounds,image-keyboard-response,1239.0,3410118.0,0.0-25.0-1.19,811,restaurant_25,restaurant,new,0,outside
20,704.26,stimuli/restaurant/restaurant_20.jpg,70.0,memory_backgrounds,image-keyboard-response,1241.0,3411327.0,0.0-25.0-1.20,811,restaurant_20,restaurant,old,1,outside
21,893.515,stimuli/restaurant/restaurant_28.jpg,74.0,memory_backgrounds,image-keyboard-response,1243.0,3412727.0,0.0-25.0-1.21,811,restaurant_28,restaurant,old,0,outside
22,559.815,stimuli/restaurant/restaurant_15.jpg,74.0,memory_backgrounds,image-keyboard-response,1245.0,3413792.0,0.0-25.0-1.22,811,restaurant_15,restaurant,new,1,outside
23,568.335,stimuli/desert/desert_30.jpg,74.0,memory_backgrounds,image-keyboard-response,1247.0,3414865.0,0.0-25.0-1.23,811,desert_30,desert,old,0,outside
24,503.755,stimuli/forest/forest_16.jpg,74.0,memory_backgrounds,image-keyboard-response,1249.0,3415874.0,0.0-25.0-1.24,811,forest_16,forest,new,1,outside
25,505.135,stimuli/library/library_9.jpg,74.0,memory_backgrounds,image-keyboard-response,1251.0,3416884.0,0.0-25.0-1.25,811,library_9,library,old,0,outside
26,438.63,stimuli/library/library_8.jpg,74.0,memory_backgrounds,image-keyboard-response,1253.0,3417827.0,0.0-25.0-1.26,811,library_8,library,old,0,outside
27,322.005,stimuli/library/library_23.jpg,74.0,memory_backgrounds,image-keyboard-response,1255.0,3418654.0,0.0-25.0-1.27,811,library_23,library,old,0,outside
28,559.405,stimuli/restaurant/restaurant_12.jpg,74.0,memory_backgrounds,image-keyboard-response,1257.0,3419718.0,0.0-25.0-1.28,811,restaurant_12,restaurant,old,0,outside
29,453.5,stimuli/restaurant/restaurant_19.jpg,74.0,memory_backgrounds,image-keyboard-response,1259.0,3420677.0,0.0-25.0-1.29,811,restaurant_19,restaurant,new,1,outside
30,1064.63,stimuli/desert/desert_28.jpg,70.0,memory_backgrounds,image-keyboard-response,1261.0,3422246.0,0.0-25.0-1.30,811,desert_28,desert,old,1,outside
31,700.545,stimuli/library/library_1.jpg,70.0,memory_backgrounds,image-keyboard-response,1263.0,3423453.0,0.0-25.0-1.31,811,library_1,library,old,1,outside
32,974.36,stimuli/library/library_31.jpg,74.0,memory_backgrounds,image-keyboard-response,1265.0,3424933.0,0.0-25.0-1.32,811,library_31,library,old,0,outside
33,815.1,stimuli/forest/forest_14.jpg,70.0,memory_backgrounds,image-keyboard-response,1267.0,3426253.0,0.0-25.0-1.33,811,forest_14,forest,old,1,outside
34,712.445,stimuli/library/library_18.jpg,74.0,memory_backgrounds,image-keyboard-response,1269.0,3427470.0,0.0-25.0-1.34,811,library_18,library,new,1,outside
35,487.335,stimuli/library/library_22.jpg,74.0,memory_backgrounds,image-keyboard-response,1271.0,3428460.0,0.0-25.0-1.35,811,library_22,library,new,1,outside
36,463.68,stimuli/library/library_10.jpg,74.0,memory_backgrounds,image-keyboard-response,1273.0,3429429.0,0.0-25.0-1.36,811,library_10,library,old,0,outside
37,415.7,stimuli/library/library_12.jpg,74.0,memory_backgrounds,image-keyboard-response,1275.0,3430350.0,0.0-25.0-1.37,811,library_12,library,old,0,outside
38,678.69,stimuli/forest/forest_17.jpg,74.0,memory_backgrounds,image-keyboard-response,1277.0,3431534.0,0.0-25.0-1.38,811,forest_17,forest,new,1,outside
39,439.94,stimuli/restaurant/restaurant_31.jpg,74.0,memory_backgrounds,image-keyboard-response,1279.0,3432479.0,0.0-25.0-1.39,811,restaurant_31,restaurant,old,0,outside
40,516.455,stimuli/library/library_3.jpg,74.0,memory_backgrounds,image-keyboard-response,1281.0,3433500.0,0.0-25.0-1.40,811,library_3,library,new,1,outside
41,373.655,stimuli/desert/desert_14.jpg,74.0,memory_backgrounds,image-keyboard-response,1283.0,3434379.0,0.0-25.0-1.41,811,desert_14,desert,old,0,outside
42,536.165,stimuli/forest/forest_31.jpg,74.0,memory_backgrounds,image-keyboard-response,1285.0,3435424.0,0.0-25.0-1.42,811,forest_31,forest,new,1,outside
43,403.55,stimuli/restaurant/restaurant_17.jpg,74.0,memory_backgrounds,image-keyboard-response,1287.0,3436333.0,0.0-25.0-1.43,811,restaurant_17,restaurant,new,1,outside
44,496.705,stimuli/restaurant/restaurant_26.jpg,74.0,memory_backgrounds,image-keyboard-response,1289.0,3437334.0,0.0-25.0-1.44,811,restaurant_26,restaurant,old,0,outside
45,1137.205,stimuli/desert/desert_13.jpg,74.0,memory_backgrounds,image-keyboard-response,1291.0,3438977.0,0.0-25.0-1.45,811,desert_13,desert,old,0,outside
46,377.75,stimuli/forest/forest_27.jpg,74.0,memory_backgrounds,image-keyboard-response,1293.0,3439863.0,0.0-25.0-1.46,811,forest_27,forest,new,1,outside
47,662.3,stimuli/restaurant/restaurant_22.jpg,74.0,memory_backgrounds,image-keyboard-response,1295.0,3441030.0,0.0-25.0-1.47,811,restaurant_22,restaurant,old,0,outside
48,638.81,stimuli/library/library_15.jpg,74.0,memory_backgrounds,image-keyboard-response,1297.0,3442174.0,0.0-25.0-1.48,811,library_15,library,new,1,outside
49,1118.23,stimuli/desert/desert_17.jpg,70.0,memory_backgrounds,image-keyboard-response,1299.0,3443798.0,0.0-25.0-1.49,811,desert_17,desert,new,0,outside
50,981.405,stimuli/desert/desert_6.jpg,74.0,memory_backgrounds,image-keyboard-response,1301.0,3445284.0,0.0-25.0-1.50,811,desert_6,desert,new,1,outside
51,863.19,stimuli/restaurant/restaurant_2.jpg,70.0,memory_backgrounds,image-keyboard-response,1303.0,3446652.0,0.0-25.0-1.51,811,restaurant_2,restaurant,old,1,outside
52,621.645,stimuli/forest/forest_1.jpg,74.0,memory_backgrounds,image-keyboard-response,1305.0,3447779.0,0.0-25.0-1.52,811,forest_1,forest,new,1,outside
53,1167.51,stimuli/restaurant/restaurant_14.jpg,70.0,memory_backgrounds,image-keyboard-response,1307.0,3449453.0,0.0-25.0-1.53,811,restaurant_14,restaurant,old,1,outside
54,1149.32,stimuli/restaurant/restaurant_16.jpg,70.0,memory_backgrounds,image-keyboard-response,1309.0,3451107.0,0.0-25.0-1.54,811,restaurant_16,restaurant,new,0,outside
55,1069.85,stimuli/restaurant/restaurant_10.jpg,70.0,memory_backgrounds,image-keyboard-response,1311.0,3452683.0,0.0-25.0-1.55,811,restaurant_10,restaurant,old,1,outside
56,1306.015,stimuli/desert/desert_12.jpg,74.0,memory_backgrounds,image-keyboard-response,1313.0,3454493.0,0.0-25.0-1.56,811,desert_12,desert,old,0,outside
57,565.76,stimuli/library/library_14.jpg,74.0,memory_backgrounds,image-keyboard-response,1315.0,3455564.0,0.0-25.0-1.57,811,library_14,library,old,0,outside
58,451.39,stimuli/forest/forest_21.jpg,74.0,memory_backgrounds,image-keyboard-response,1317.0,3456520.0,0.0-25.0-1.58,811,forest_21,forest,old,0,outside
59,608.015,stimuli/desert/desert_22.jpg,74.0,memory_backgrounds,image-keyboard-response,1319.0,3457633.0,0.0-25.0-1.59,811,desert_22,desert,new,1,outside
60,394.89,stimuli/library/library_30.jpg,74.0,memory_backgrounds,image-keyboard-response,1321.0,3458533.0,0.0-25.0-1.60,811,library_30,library,old,0,outside
61,556.965,stimuli/desert/desert_2.jpg,74.0,memory_backgrounds,image-keyboard-response,1323.0,3459595.0,0.0-25.0-1.61,811,desert_2,desert,new,1,outside
62,602.925,stimuli/desert/desert_29.jpg,74.0,memory_backgrounds,image-keyboard-response,1325.0,3460703.0,0.0-25.0-1.62,811,desert_29,desert,old,0,outside
63,461.365,stimuli/library/library_5.jpg,74.0,memory_backgrounds,image-keyboard-response,1327.0,3461668.0,0.0-25.0-1.63,811,library_5,library,new,1,outside
64,512.015,stimuli/library/library_16.jpg,74.0,memory_backgrounds,image-keyboard-response,1329.0,3462685.0,0.0-25.0-1.64,811,library_16,library,new,1,outside
65,445.76,stimuli/desert/desert_25.jpg,74.0,memory_backgrounds,image-keyboard-response,1331.0,3463636.0,0.0-25.0-1.65,811,desert_25,desert,new,1,outside
66,1030.61,stimuli/restaurant/restaurant_5.jpg,70.0,memory_backgrounds,image-keyboard-response,1333.0,3465171.0,0.0-25.0-1.66,811,restaurant_5,restaurant,new,0,outside
67,1126.11,stimuli/library/library_20.jpg,70.0,memory_backgrounds,image-keyboard-response,1335.0,3466803.0,0.0-25.0-1.67,811,library_20,library,old,1,outside
68,666.305,stimuli/library/library_26.jpg,70.0,memory_backgrounds,image-keyboard-response,1337.0,3467975.0,0.0-25.0-1.68,811,library_26,library,new,0,outside
69,1089.19,stimuli/restaurant/restaurant_7.jpg,70.0,memory_backgrounds,image-keyboard-response,1339.0,3469569.0,0.0-25.0-1.69,811,restaurant_7,restaurant,new,0,outside
70,1446.455,stimuli/restaurant/restaurant_1.jpg,70.0,memory_backgrounds,image-keyboard-response,1341.0,3471521.0,0.0-25.0-1.70,811,restaurant_1,restaurant,new,0,outside
71,591.5,stimuli/restaurant/restaurant_21.jpg,74.0,memory_backgrounds,image-keyboard-response,1343.0,3472618.0,0.0-25.0-1.71,811,restaurant_21,restaurant,new,1,outside
72,659.125,stimuli/desert/desert_20.jpg,74.0,memory_backgrounds,image-keyboard-response,1345.0,3473782.0,0.0-25.0-1.72,811,desert_20,desert,old,0,outside
73,605.37,stimuli/library/library_6.jpg,74.0,memory_backgrounds,image-keyboard-response,1347.0,3474894.0,0.0-25.0-1.73,811,library_6,library,old,0,outside
74,498.05,stimuli/desert/desert_32.jpg,74.0,memory_backgrounds,image-keyboard-response,1349.0,3475897.0,0.0-25.0-1.74,811,desert_32,desert,new,1,outside
75,504.815,stimuli/restaurant/restaurant_32.jpg,74.0,memory_backgrounds,image-keyboard-response,1351.0,3476906.0,0.0-25.0-1.75,811,restaurant_32,restaurant,old,0,outside
76,500.88,stimuli/forest/forest_12.jpg,74.0,memory_backgrounds,image-keyboard-response,1353.0,3477913.0,0.0-25.0-1.76,811,forest_12,forest,old,0,outside
77,622.425,stimuli/forest/forest_15.jpg,74.0,memory_backgrounds,image-keyboard-response,1355.0,3479040.0,0.0-25.0-1.77,811,forest_15,forest,new,1,outside
78,706.675,stimuli/desert/desert_21.jpg,70.0,memory_backgrounds,image-keyboard-response,1357.0,3480251.0,0.0-25.0-1.78,811,desert_21,desert,old,1,outside
79,584.04,stimuli/library/library_17.jpg,74.0,memory_backgrounds,image-keyboard-response,1359.0,3481340.0,0.0-25.0-1.79,811,library_17,library,new,1,outside
80,399.97,stimuli/restaurant/restaurant_24.jpg,74.0,memory_backgrounds,image-keyboard-response,1361.0,3482246.0,0.0-25.0-1.80,811,restaurant_24,restaurant,old,0,outside
81,408.64,stimuli/library/library_11.jpg,74.0,memory_backgrounds,image-keyboard-response,1363.0,3483159.0,0.0-25.0-1.81,811,library_11,library,new,1,outside
82,793.875,stimuli/desert/desert_10.jpg,70.0,memory_backgrounds,image-keyboard-response,1365.0,3484458.0,0.0-25.0-1.82,811,desert_10,desert,old,1,outside
83,732.54,stimuli/restaurant/restaurant_8.jpg,74.0,memory_backgrounds,image-keyboard-response,1367.0,3485695.0,0.0-25.0-1.83,811,restaurant_8,restaurant,old,0,outside
84,803.8,stimuli/library/library_2.jpg,70.0,memory_backgrounds,image-keyboard-response,1369.0,3487005.0,0.0-25.0-1.84,811,library_2,library,old,1,outside
85,1020.645,stimuli/forest/forest_20.jpg,70.0,memory_backgrounds,image-keyboard-response,1371.0,3488531.0,0.0-25.0-1.85,811,forest_20,forest,old,1,outside
86,574.515,stimuli/restaurant/restaurant_18.jpg,74.0,memory_backgrounds,image-keyboard-response,1373.0,3489609.0,0.0-25.0-1.86,811,restaurant_18,restaurant,new,1,outside
87,381.445,stimuli/desert/desert_15.jpg,74.0,memory_backgrounds,image-keyboard-response,1375.0,3490495.0,0.0-25.0-1.87,811,desert_15,desert,new,1,outside
88,468.695,stimuli/restaurant/restaurant_3.jpg,74.0,memory_backgrounds,image-keyboard-response,1377.0,3491469.0,0.0-25.0-1.88,811,restaurant_3,restaurant,old,0,outside
89,679.455,stimuli/forest/forest_29.jpg,70.0,memory_backgrounds,image-keyboard-response,1379.0,3492656.0,0.0-25.0-1.89,811,forest_29,forest,old,1,outside
90,1003.12,stimuli/forest/forest_22.jpg,74.0,memory_backgrounds,image-keyboard-response,1381.0,3494164.0,0.0-25.0-1.90,811,forest_22,forest,new,1,outside
91,475.79,stimuli/library/library_25.jpg,74.0,memory_backgrounds,image-keyboard-response,1383.0,3495145.0,0.0-25.0-1.91,811,library_25,library,old,0,outside
92,567.72,stimuli/desert/desert_24.jpg,74.0,memory_backgrounds,image-keyboard-response,1385.0,3496220.0,0.0-25.0-1.92,811,desert_24,desert,new,1,outside
93,382.48,stimuli/forest/forest_10.jpg,74.0,memory_backgrounds,image-keyboard-response,1387.0,3497108.0,0.0-25.0-1.93,811,forest_10,forest,new,1,outside
94,451.35,stimuli/forest/forest_30.jpg,74.0,memory_backgrounds,image-keyboard-response,1389.0,3498064.0,0.0-25.0-1.94,811,forest_30,forest,old,0,outside
95,406.34,stimuli/restaurant/restaurant_9.jpg,74.0,memory_backgrounds,image-keyboard-response,1391.0,3498975.0,0.0-25.0-1.95,811,restaurant_9,restaurant,new,1,outside
96,328.525,stimuli/forest/forest_28.jpg,74.0,memory_backgrounds,image-keyboard-response,1393.0,3499812.0,0.0-25.0-1.96,811,forest_28,forest,old,0,outside
97,769.24,stimuli/desert/desert_19.jpg,74.0,memory_backgrounds,image-keyboard-response,1395.0,3501086.0,0.0-25.0-1.97,811,desert_19,desert,new,1,outside
98,395.745,stimuli/restaurant/restaurant_23.jpg,74.0,memory_backgrounds,image-keyboard-response,1397.0,3501987.0,0.0-25.0-1.98,811,restaurant_23,restaurant,old,0,outside
99,440.71,stimuli/forest/forest_18.jpg,74.0,memory_backgrounds,image-keyboard-response,1399.0,3502934.0,0.0-25.0-1.99,811,forest_18,forest,new,1,outside
100,417.9,stimuli/desert/desert_18.jpg,74.0,memory_backgrounds,image-keyboard-response,1401.0,3503856.0,0.0-25.0-1.100,811,desert_18,desert,new,1,outside
101,430.14,stimuli/forest/forest_11.jpg,74.0,memory_backgrounds,image-keyboard-response,1403.0,3504792.0,0.0-25.0-1.101,811,forest_11,forest,old,0,outside
102,412.55,stimuli/desert/desert_9.jpg,74.0,memory_backgrounds,image-keyboard-response,1405.0,3505711.0,0.0-25.0-1.102,811,desert_9,desert,old,0,outside
103,495.24,stimuli/desert/desert_11.jpg,74.0,memory_backgrounds,image-keyboard-response,1407.0,3506711.0,0.0-25.0-1.103,811,desert_11,desert,old,0,outside
104,992.815,stimuli/forest/forest_4.jpg,70.0,memory_backgrounds,image-keyboard-response,1409.0,3508210.0,0.0-25.0-1.104,811,forest_4,forest,new,0,outside
105,969.095,stimuli/desert/desert_16.jpg,70.0,memory_backgrounds,image-keyboard-response,1411.0,3509684.0,0.0-25.0-1.105,811,desert_16,desert,new,0,outside
106,822.765,stimuli/forest/forest_8.jpg,74.0,memory_backgrounds,image-keyboard-response,1413.0,3511014.0,0.0-25.0-1.106,811,forest_8,forest,old,0,outside
107,456.555,stimuli/library/library_13.jpg,74.0,memory_backgrounds,image-keyboard-response,1415.0,3511975.0,0.0-25.0-1.107,811,library_13,library,old,0,outside
108,435.8,stimuli/restaurant/restaurant_30.jpg,74.0,memory_backgrounds,image-keyboard-response,1417.0,3512916.0,0.0-25.0-1.108,811,restaurant_30,restaurant,new,1,outside
109,384.015,stimuli/library/library_29.jpg,74.0,memory_backgrounds,image-keyboard-response,1419.0,3513805.0,0.0-25.0-1.109,811,library_29,library,new,1,outside
110,573.24,stimuli/forest/forest_19.jpg,74.0,memory_backgrounds,image-keyboard-response,1421.0,3514883.0,0.0-25.0-1.110,811,forest_19,forest,old,0,outside
111,548.955,stimuli/desert/desert_4.jpg,74.0,memory_backgrounds,image-keyboard-response,1423.0,3515938.0,0.0-25.0-1.111,811,desert_4,desert,new,1,outside
112,403.57,stimuli/forest/forest_25.jpg,74.0,memory_backgrounds,image-keyboard-response,1425.0,3516847.0,0.0-25.0-1.112,811,forest_25,forest,new,1,outside
113,430.575,stimuli/restaurant/restaurant_11.jpg,74.0,memory_backgrounds,image-keyboard-response,1427.0,3517783.0,0.0-25.0-1.113,811,restaurant_11,restaurant,new,1,outside
